author,publised_at,updated_at,like_count,text,Sentiment
@Latvians,2024-05-06T15:42:22Z,2024-05-06T15:42:22Z,2,"When Harry was pissing in the sinking... I was Praying that Tobi would just Slam the Brakes so Harold gets piss all over himself, but it seems that tobi is just too nice or just didnt think of it.",1
@noahhansen6563,2024-05-06T15:41:31Z,2024-05-06T15:41:31Z,0,we need a video with the sidemen and edie hall!!,0
@SunshineArsenal,2024-05-06T15:41:19Z,2024-05-06T15:41:19Z,0,Toff is just a cutie😅 she is too funny❤,0
@boiling.behaviours,2024-05-06T15:40:57Z,2024-05-06T15:40:57Z,1,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4644"">1:17:24</a> Endless stupidity, live&#39;s about",-1
@itz_shortman2963,2024-05-06T15:39:34Z,2024-05-06T15:39:34Z,0,W2S need to stream gambling fr😅🤣,0
@alexjohnston8740,2024-05-06T15:39:22Z,2024-05-06T15:39:22Z,0,Great video,1
@BlesswinJefferson,2024-05-06T15:39:07Z,2024-05-06T15:39:07Z,0,Complete team swap! What a banger Idea ETHAN :),1
@hanskukk8751,2024-05-06T15:38:23Z,2024-05-06T15:38:23Z,0,My mom came in to see me watch KSi get slapped by a belt xD,0
@Dillon6479,2024-05-06T15:36:35Z,2024-05-06T15:36:35Z,1,on this episode of &quot;will JJ be a loud crybaby the whole video&quot;,1
@santiagovilla6810,2024-05-06T15:36:20Z,2024-05-06T15:36:44Z,0,Ksi looks like a grown woowop 😂😂,0
@FennBartlett-Garrard,2024-05-06T15:35:58Z,2024-05-06T15:35:58Z,0,finally a good video,1
@ashmccutcheon4990,2024-05-06T15:35:06Z,2024-05-06T15:35:06Z,0,Imagine going about your day and getting called a waker by KSI 😂,0
@boiling.behaviours,2024-05-06T15:34:46Z,2024-05-06T15:34:46Z,1,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4412"">1:13:32</a> wtf you chuwing mate?! Chicken bone? 😮 Damn!",-1
@storm.1576,2024-05-06T15:32:36Z,2024-05-06T15:32:36Z,0,"I live in Newquay, no way I didn’t know they were here!!!",1
@rakshithkumar5231,2024-05-06T15:32:18Z,2024-05-06T15:32:18Z,0,"Great Video!!<br><a href=""http://www.youtube.com/results?search_query=%23bezinga"">#bezinga</a>",1
@Modelfarmermaxxum125,2024-05-06T15:31:19Z,2024-05-06T15:31:19Z,0,Haha jj driving,1
@karlaleclucido557,2024-05-06T15:31:07Z,2024-05-06T15:31:25Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=1013"">16:53</a> foreshadowing at its finest",0
@4rchi._,2024-05-06T15:29:28Z,2024-05-06T15:29:28Z,0,Justice for vik,0
@i0aps734,2024-05-06T15:26:56Z,2024-05-06T15:26:56Z,259,&quot;What&#39;s this underneath? Oh that&#39;s just you!&quot; had me dying,0
@adi45713,2024-05-06T15:26:49Z,2024-05-06T15:26:49Z,0,Ethan with that voiceover needs to host a corn video! 💀😂,0
@TomWalsh1994,2024-05-06T15:25:24Z,2024-05-06T15:25:24Z,0,We love Ethan ❤,1
@LewisHoward-lp5us,2024-05-06T15:24:32Z,2024-05-06T15:24:32Z,58,What a vid ethan nearly kicking the bucket and Harry gambling his life savings away 😂,1
@georgiahenry4459,2024-05-06T15:23:12Z,2024-05-06T15:23:12Z,0,Since both teams got to experience the good team ethan had to be on a solo bad team himself..,1
@cuzichristos9650,2024-05-06T15:22:46Z,2024-05-06T15:22:46Z,0,anyone know what that beat in the background is called in the dart scene?,0
@Molehandz,2024-05-06T15:22:14Z,2024-05-06T15:22:14Z,0,this is a day trip though....,0
@Latvians,2024-05-06T15:19:59Z,2024-05-06T15:19:59Z,1,"I like how they are so upset that KSI is slow on that track... but the guy hasnt drove properly in like 5+ years because he lives in london, and when he did drive... he drove a Automatic V12 Lamborghini... Not some Shitbox Manual Opel &amp; the Rest of the sidemen drive basically every day (except maybe Josh)",-1
@escobarnine7285,2024-05-06T15:19:09Z,2024-05-06T15:19:09Z,1,Nah at this point it’s just classed as bullying peak for Vikk,0
@MaximumEffort013,2024-05-06T15:18:40Z,2024-05-06T15:18:40Z,1,great hosting Behz....... eager to watch for of your hosted videos. Get Well Soon !!!!!!,1
@ConnorPB96,2024-05-06T15:18:30Z,2024-05-06T15:18:30Z,0,"these were good teams, good chemistry on both",1
@liamklay14,2024-05-06T15:17:28Z,2024-05-06T15:17:28Z,0,"anyone noticed that the moment vic doesnt enjoy it, I&#39;m ill :D",1
@millykay4827,2024-05-06T15:16:49Z,2024-05-06T15:16:49Z,1,"Props to Ethan for this one, should deffo host another road trip again, even though he nearly died ❤❤",1
@oldenough-xk8ph,2024-05-06T15:16:37Z,2024-05-06T15:16:37Z,0,ethan being the host and being with the cheeeap team it appreciable,0
@fyichuchan5408,2024-05-06T15:15:39Z,2024-05-06T15:15:39Z,25,"&quot;Well if it cheers you up, we just milked a cow.&quot; Was out of pocket 😂",0
@5iveShades,2024-05-06T15:15:37Z,2024-05-06T15:15:37Z,0,W Ethan for once🤣,0
@noobieplays4383,2024-05-06T15:13:53Z,2024-05-06T15:13:53Z,0,Harry gambling at the end was pure gold ❤,1
@ollieez1,2024-05-06T15:13:52Z,2024-05-06T15:13:52Z,0,🫶,0
@ZahraWhitfield,2024-05-06T15:13:06Z,2024-05-06T15:13:06Z,0,Justice for vik,0
@youngshooter001,2024-05-06T15:13:01Z,2024-05-06T15:13:01Z,0,Skyd dig selv...,0
@neokyu,2024-05-06T15:12:16Z,2024-05-06T15:12:16Z,0,"Definitely a hall of fame video for me, great content from both teams",1
@KalleLarsson1991,2024-05-06T15:12:15Z,2024-05-06T15:12:15Z,0,Great Video But i feel so Sorry for Ethan! as a Fellow Astmathic person i can Relate.. Feel better @Behzinga ! Great job on the video aswell! &lt;3,1
@Itisluffy,2024-05-06T15:11:54Z,2024-05-06T15:11:54Z,0,Less goo,-1
@alex.lembo1,2024-05-06T15:10:25Z,2024-05-06T15:10:25Z,0,"Well done Behz, very proud of you for an amazing video. Hope you’re feeling better and doing okay mate. Love from Melbourne, Australia ❤",1
@SunGodGaming579,2024-05-06T15:09:33Z,2024-05-06T15:09:33Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=230"">3:50</a> poor vik",-1
@Cruthin,2024-05-06T15:09:33Z,2024-05-06T15:09:33Z,0,I think that is one of the best sideman videos I&#39;ve ever watched,1
@bruhdone1403,2024-05-06T15:08:37Z,2024-05-06T15:08:37Z,0,Jjs forehead is scary,-1
@krissjp_2040,2024-05-06T15:07:43Z,2024-05-06T15:16:59Z,1,Nah Ethan cooked 😂😂 I did not expect Josh to channel his inner Tommy T as well lmao,1
@drai-chillabitokay1857,2024-05-06T15:06:00Z,2024-05-06T15:06:00Z,0,"Loved this video, feels like a nice and wholesome take on the trip videos. It&#39;s kinda lit",1
@ianstockdale5860,2024-05-06T15:05:48Z,2024-05-06T15:05:48Z,0,Welcome to sidemen gambling 😂,1
@SKLL3TR,2024-05-06T15:04:01Z,2024-05-06T15:04:01Z,0,Ethan banged it actually,0
@matheussilva-nx8iz,2024-05-06T15:03:59Z,2024-05-06T15:03:59Z,0,Tell me how they let the woman hold the umbrella hahahaha😂,0
@ryhnvr,2024-05-06T15:03:55Z,2024-05-06T15:03:55Z,0,ethan is the mvp,0
@vishnunair6611,2024-05-06T15:03:50Z,2024-05-06T15:03:50Z,0,"After many L videos,  Ethan bought a banger of a video. Absolutely loved it and take care ik asthma triggers are pretty bad, i have been in that condition as you were😢",1
@ghostt9263,2024-05-06T15:03:33Z,2024-05-06T15:03:33Z,0,Nah the video was solid we need more ethan road trip vids,1
@modyabou1065,2024-05-06T15:01:24Z,2024-05-06T15:01:24Z,0,I hope bez is good now,1
@akulbatra5021,2024-05-06T15:00:39Z,2024-05-06T15:00:51Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=1012"">16:52</a> JJ predicting his fate",0
@samf298er,2024-05-06T14:59:40Z,2024-05-06T14:59:40Z,0,Its like a little d***😂😂😂,-1
@leadingranger4102,2024-05-06T14:59:04Z,2024-05-06T14:59:04Z,0,JJ really got PTSD from gloating,1
@miguelbalicha321,2024-05-06T14:57:14Z,2024-05-06T14:57:14Z,0,I wish the good team drove ngl. Not a true roadtrip if they aren’t driving,1
@bigchina5279,2024-05-06T14:56:58Z,2024-05-06T14:56:58Z,0,Sidemen videos always a banger 🤩🔥🧪🤙🏻👏🏼,0
@bigchina5279,2024-05-06T14:56:44Z,2024-05-06T14:56:44Z,0,Speed recovery Ethan 🥹❤️🫶🏻🥺,0
@dustinadagala2590,2024-05-06T14:55:38Z,2024-05-06T14:55:52Z,0,Might not get the views but these my fav type of vuds from the boyss,0
@richardemery2370,2024-05-06T14:55:03Z,2024-05-06T14:55:03Z,0,"I really enjoyed that one.  Well done Ethan, also FCUK ASTHMA!",1
@AyyRainer,2024-05-06T14:53:19Z,2024-05-06T14:53:19Z,0,"ksi got me creasing, he&#39;s awesome 🤣",1
@eisamahmood5608,2024-05-06T14:51:56Z,2024-05-06T14:51:56Z,0,Banger,0
@MohadeLionel,2024-05-06T14:50:49Z,2024-05-06T14:50:49Z,0,From somalia 🇸🇴🇸🇴🇸🇴🇸🇴 sidemen the highlight of my week. Ethan is the most wholesome 😢,1
@LoltzShorts,2024-05-06T14:50:46Z,2024-05-06T14:50:46Z,1,lowkey best good vs bad team video ethan should host more,1
@callum3180,2024-05-06T14:50:31Z,2024-05-06T14:50:31Z,0,Ethan dying <br>Harry “ if it makes you feel better we milked a cow”,1
@muhammadsaffi4850,2024-05-06T14:48:04Z,2024-05-06T14:48:04Z,0,Love that Ethan joined the bad team instead of the good team like josh😂,1
@aychamp8306,2024-05-06T14:46:21Z,2024-05-06T14:46:21Z,0,Ethan ❤😊,0
@lindarosvoldaune7680,2024-05-06T14:46:17Z,2024-05-06T14:46:17Z,0,1103 FLÅKLYPA MENTIONED 🇳🇴🇳🇴🇳🇴🔥🔥🔥,0
@veeveezee,2024-05-06T14:46:14Z,2024-05-06T14:46:14Z,0,Some of us can&#39;t afford to review our asthma Bez.,0
@dixienormas187,2024-05-06T14:45:59Z,2024-05-06T14:45:59Z,0,Toff is the cutest human being,0
@n3o941,2024-05-06T14:45:46Z,2024-05-06T14:45:46Z,0,fatneek is back,0
@LARKCOMBOII23,2024-05-06T14:45:45Z,2024-05-06T14:45:45Z,0,Even Ethan hosting he’s still on the bad team,-1
@Botchan-Sama,2024-05-06T14:45:39Z,2024-05-06T14:45:39Z,3,"Harry Tobi JJ was vibing from start to end, i love this team❤ Ethan did well hosting lmaooo",1
@shobhitmahajan2773,2024-05-06T14:45:25Z,2024-05-06T14:45:25Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=576"">9:36</a> What song is this can anybody tell me.",0
@aidan1396,2024-05-06T14:45:04Z,2024-05-06T14:45:04Z,0,Honestly feel Behz&#39;s pain yano had asthma all my life and nearly died from an asthma attack few years ago and that feeling especially when he&#39;s hunched over in the back with a tight chest never want to go through that again. Warrior Behz,1
@Islamquotes21,2024-05-06T14:44:33Z,2024-05-06T14:44:33Z,1,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=3038"">50:38</a> that’s big ... land taxes",0
@davemoore555,2024-05-06T14:44:31Z,2024-05-06T14:44:31Z,0,Can one of those country gents lend Toff a hand holding that huge umbrella!,1
@user-ws7ud2sg8f,2024-05-06T14:44:29Z,2024-05-06T14:44:29Z,0,Best video we have had in a while props to Ethan,1
@Thatdutchguy98,2024-05-06T14:44:18Z,2024-05-06T14:44:18Z,0,Imagine driving over a huge pothole with the bedford 😂😂,1
@jamesmarsh4957,2024-05-06T14:44:09Z,2024-05-06T14:44:09Z,0,"brilliant , Simon was so fun doing the plane flying lesion Hope Ethan is dong good now , that was a great watch",1
@blacklegprince,2024-05-06T14:42:44Z,2024-05-06T14:42:44Z,0,WHAT DID VIKK DO LMAOOOOO bro is always on the bad team,-1
@snakhomakhathini2630,2024-05-06T14:42:12Z,2024-05-06T14:42:12Z,0,Jj was way excited,1
@karlsodergren5366,2024-05-06T14:41:42Z,2024-05-06T14:41:42Z,0,"Ethan struggling to breath<br>Harry: Well if it helps, we milked a cow.<br>😂",0
@ianstockdale5860,2024-05-06T14:41:34Z,2024-05-06T14:41:34Z,0,Omg Vic sad when on the losing team then change to good team and look still ungrateful I wouldn&#39;t turn my nose up to a free spa treatment 😞 I have lost respect for him,1
@eisamahmood5608,2024-05-06T14:41:26Z,2024-05-06T14:41:26Z,0,Nah these teams gotta be rigged 😭💀,0
@almightyharold,2024-05-06T14:40:52Z,2024-05-06T14:40:52Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=585"">9:45</a> was actually so fuckin funny",1
@Hugo2Me,2024-05-06T14:40:21Z,2024-05-06T14:40:21Z,0,Seeing the guys react to the countryside i grew up in gives me a whole new appreciation for it,1
@user-nm4cp5oj2o,2024-05-06T14:40:08Z,2024-05-06T14:40:08Z,0,Poor vik,-1
@noobieplays4383,2024-05-06T14:38:59Z,2024-05-06T14:38:59Z,0,Ethan ❤❤❤❤,0
@DeReaper,2024-05-06T14:38:39Z,2024-05-06T14:38:39Z,0,Vikk with the face mask just randomly staring into the camera 😭😭😭,-1
@adillarsalan2139,2024-05-06T14:37:54Z,2024-05-06T14:37:54Z,0,Props to ethan for still being a good sport . Asthama is no joke . Gws,1
@ahmedcuran9054,2024-05-06T14:37:44Z,2024-05-06T14:37:44Z,0,Ksi and tobi need to be humbled in The luck draws 😂 its getting old now seeing them on the good team,1
@amir.jr_11,2024-05-06T14:37:35Z,2024-05-06T14:37:35Z,5,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=6187"">1:43:07</a> bro is not even in the game but still got stuck by bad luck 😂<br> <br> <br> <br>But let&#39;s be honest, like don&#39;t joke around when someone is having asthma... My lil bro got asthma one time and it is getting worse, (ok now my parent already got him in the hospital, But in my opinion we send him like a little too late) suddenly, at some point.. he passed out, the doctor tried everything, flick him on the knee, pinch him on the thigh and arm.. he didn&#39;t respond... so they had to rushed my lil to another (advanced) hospital... The fact that he managed to survive while getting him there is mind-blowing. Like the (advanced) hospital is about 1 hour, 30 minutes away. Im glad that he&#39;s still alive now🥰<br> <br>btw I&#39;m crying non-stop while this is happening.<br><br>Let this be a slap of a lesson to everyone out there including me okay (:<br><br>Sorry for my bad english 🙏🏻",1
@Sully_din,2024-05-06T14:36:38Z,2024-05-06T14:36:38Z,0,Josh is finally beating the boring allegations 😂,-1
@maxf1773,2024-05-06T14:35:38Z,2024-05-06T14:35:38Z,0,"They really just got THE STIG, BEN COLLINS and introduced his as ben😅",1
@DecentlyMediocre,2024-05-06T14:35:08Z,2024-05-06T14:35:08Z,0,"Big kudos to Ethan, pushing through foelr the content.",0
@davestewart4504,2024-05-06T14:34:19Z,2024-05-06T14:34:19Z,0,"Lets be real though, ethan struggling that badly. Bad friends moment. Understand the banter but they was bad mates for that.",-1
@sibtainali1033,2024-05-06T14:33:50Z,2024-05-06T14:33:50Z,0,"bro i cant understand how jj always ends up on the good team, something is sus",1
@SincerelyBrennen,2024-05-06T14:33:09Z,2024-05-06T14:33:09Z,0,"I have pretty bad asthma and my friends react the same way because it’s hard to understand asthma but, I’ll learn how to breathe one day",-1
@Ozcaty,2024-05-06T14:32:52Z,2024-05-06T14:32:52Z,0,"You really need a better track than a big oval 6 times, not great content lol",1
@Deadlystorm555,2024-05-06T14:32:00Z,2024-05-06T14:32:00Z,1,The sidmen are getting older 😢😢<br>Vik: migraine <br>Ethan: asthma <br>Josh: white hair<br>Harry: acoustic autism<br>Toby: ladies man<br>Ksi : too rich<br>Sidmen: lanky,1
@brunechoose915,2024-05-06T14:29:18Z,2024-05-06T14:29:18Z,1,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=5559"">1:32:39</a> did he just say a cesna 123??!!",0
@RubyCogan-xe4hp,2024-05-06T14:28:12Z,2024-05-06T14:28:12Z,0,"So you’re telling me sidemen drove past my HOUSE, my old house and lake where I walk my dogs and I DIDNT SEE 😭",-1
@noirkumar9091,2024-05-06T14:26:53Z,2024-05-06T14:26:53Z,0,"you were a great host Ethan Behzinga, video was amazing, I hope u r doing okay now!",1
@Nik0_07,2024-05-06T14:26:35Z,2024-05-06T14:29:49Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=91"">1:31</a> that should be the truck that always used by others company for delivery 💀🗿😂<br><a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=187"">3:07</a> Nahhhhh JJ Sax character 💀🗿😂<br><a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=224"">3:44</a> &quot;I want to d*e&quot;- Vikk 😭😂",0
@jameshayzen8157,2024-05-06T14:26:30Z,2024-05-06T14:26:30Z,0,"Huge respect for Ethan, this was a great video and it was a shame for his asthma kicking in; however the 4th wall breaks were really lovely and Ethan gave some great advice. Hope the recovery goes well!",1
@QuantumNetwork,2024-05-06T14:26:29Z,2024-05-06T14:26:29Z,2,The fact that this is the first sidemen sunday I watched in full in months even though it was apparently &quot;scuffed&quot; lol,1
@jashacharya2861,2024-05-06T14:26:19Z,2024-05-06T14:26:19Z,0,Honestly a great video,1
@topgun6025,2024-05-06T14:26:07Z,2024-05-06T14:26:07Z,0,1hr 49 mins longer video the most films seriously guys straight away im think how many adverts I got watch to get through this,1
@qcp570,2024-05-06T14:26:05Z,2024-05-06T14:26:05Z,0,so cool seeing them in cully,1
@Leelee-wz8wl,2024-05-06T14:26:05Z,2024-05-06T14:26:05Z,0,Toff is such a random person to be in this,-1
@m4rgar1ne43,2024-05-06T14:25:05Z,2024-05-06T14:25:05Z,0,big respect to ethan,0
@anthonyoneill8305,2024-05-06T14:24:38Z,2024-05-06T14:24:38Z,0,I think this is the best sidemen Sunday ! Shows they don’t have to do absolutely crazy ideas and spend huge money,1
@xa-27-animesh3,2024-05-06T14:23:54Z,2024-05-06T14:23:54Z,0,<del>---Spoiler block---</del>,0
@justcaleb4615,2024-05-06T14:23:25Z,2024-05-06T14:23:25Z,0,“She’s a heffa “😂😂,0
@GOJOSAN99,2024-05-06T14:23:19Z,2024-05-06T14:23:19Z,0,VIK is really fckingg boring in the whole vid,-1
@tafadzwabero6091,2024-05-06T14:23:11Z,2024-05-06T14:23:11Z,0,I just knew when they had to milk the cow that JJ was about to have a field day with the wanking jokes 😂😂,-1
@_daniellelizabeth,2024-05-06T14:22:23Z,2024-05-06T14:22:23Z,1,"Behz did such a sick job hosting, definitely looking forward to his next one 🫡🫡",-1
@LightsOut786,2024-05-06T14:22:23Z,2024-05-06T14:22:23Z,0,Who saw Toffs lip bite as Harry went to get his turn for clay shooting 😅,0
@ConnorPB96,2024-05-06T14:21:50Z,2024-05-06T14:21:50Z,0,Where is simons coat from?,0
@robinsantos9971,2024-05-06T14:21:48Z,2024-05-06T14:21:48Z,1,"turn to GOD and repent men through CHRIST, GOD bless you all GOD loves you all, (pray)🩷🩷🩷<br>Repent=knowing your sin, confessing your sin, realizing your mistakes, feeling actually sorry for your sin, asking the All Merciful GOD for mercy and forgiveness, change your ways<br><br><br>Trust in the LORD with all your heart❤ and lean not on your own understanding but in all your ways trust in HIM and HE will make your paths straight❤❤❤",1
@therealchaos569,2024-05-06T14:21:44Z,2024-05-06T14:21:44Z,0,Ksi should in on the bad team,-1
@atomicgamer5401,2024-05-06T14:21:43Z,2024-05-06T14:21:43Z,3,this has to be one of the funniest videos in a while. i was laughing ever 5 min. especially when the good team went into the gold car,1
@loomaricz2992,2024-05-06T14:21:01Z,2024-05-06T14:21:01Z,0,That was a great video,1
@wellpaid2909,2024-05-06T14:20:54Z,2024-05-06T14:21:13Z,0,BETA SQUAD,0
@alem1714,2024-05-06T14:19:53Z,2024-05-06T14:19:53Z,1,erm they parked the camper van in a disabled spot 😒,-1
@metalsocks3588,2024-05-06T14:19:48Z,2024-05-06T14:19:48Z,0,Y does vik piss me of that much,1
@iyazzz6022,2024-05-06T14:18:49Z,2024-05-06T14:18:49Z,1,Why always Vik on the bad team😅😅,-1
@kaneselby3272,2024-05-06T14:18:22Z,2024-05-06T14:18:22Z,0,great vid even without the ending you planned still a banger,1
@AhedorEric-tv3tu,2024-05-06T14:18:14Z,2024-05-06T14:18:14Z,0,Open the car n breathe,0
@tyrese562,2024-05-06T14:17:46Z,2024-05-06T14:17:46Z,0,tobi deffo hit afterwards,0
@jed_91,2024-05-06T14:17:33Z,2024-05-06T14:17:55Z,0,Ethan with class act 48.43min in,0
@matrix_gkun,2024-05-06T14:16:20Z,2024-05-06T14:16:20Z,0,Hope your ok mate behz,1
@duckygamingyt4381,2024-05-06T14:16:15Z,2024-05-06T14:16:15Z,0,47% of Americans have tried pegging. how about the uk 26%,0
@Hugo2Me,2024-05-06T14:16:10Z,2024-05-06T14:16:10Z,2,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=813"">13:33</a> I Think simon though Harry was on his team for a second",0
@dukedeuce2942,2024-05-06T14:16:10Z,2024-05-06T14:16:10Z,1,Tobi is Top G for caring about Ethan.,1
@Notella_kati-yy7fg,2024-05-06T14:15:53Z,2024-05-06T14:15:53Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=159"">2:39</a> <b>This Series Never Gets Old . The Efforts They Put Into These Is Amazing. Thanks To Logan and The Crew</b>",1
@InfinitySpore,2024-05-06T14:15:44Z,2024-05-06T14:15:44Z,0,glad ethans doing well now. would&#39;ve been pretty scary.,1
@Notella_kati-yy7fg,2024-05-06T14:15:40Z,2024-05-06T14:15:40Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=273"">4:33</a> <b>This Series Never Gets Old . The Efforts They Put Into These Is Amazing. Thanks To Logan and The Crew</b>",1
@Notella_kati-yy7fg,2024-05-06T14:15:32Z,2024-05-06T14:15:32Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=197"">3:17</a> <b>This Series Never Gets Old . The Efforts They Put Into These Is Amazing. Thanks To Logan and The Crew</b>",1
@green7449,2024-05-06T14:15:20Z,2024-05-06T14:15:20Z,0,"JJs reaction to milking a cow is insane… Like Tobi said, dudes turning 31 soon…",-1
@Notella_kati-yy7fg,2024-05-06T14:15:18Z,2024-05-06T14:15:18Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=229"">3:49</a> <b>This Series Never Gets Old . The Efforts They Put Into These Is Amazing. Thanks To Logan and The Crew</b>",1
@Notella_kati-yy7fg,2024-05-06T14:14:56Z,2024-05-06T14:14:56Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=221"">3:41</a> <b>This Series Never Gets Old . The Efforts They Put Into These Is Amazing. Thanks To Logan and The Crew</b>",1
@fear_raptor123,2024-05-06T14:14:51Z,2024-05-06T14:14:51Z,0,As a dairy farmer jj is to much,1
@Notella_kati-yy7fg,2024-05-06T14:14:48Z,2024-05-06T14:14:48Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=196"">3:16</a> <b>This Series Never Gets Old . The Efforts They Put Into These Is Amazing. Thanks To Logan and The Crew</b>",1
@Notella_kati-yy7fg,2024-05-06T14:14:34Z,2024-05-06T14:14:34Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=293"">4:53</a> <b>This Series Never Gets Old . The Efforts They Put Into These Is Amazing. Thanks To Logan and The Crew</b>",1
@Notella_kati-yy7fg,2024-05-06T14:14:19Z,2024-05-06T14:14:19Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=191"">3:11</a> <b>This Series Never Gets Old . The Efforts They Put Into These Is Amazing. Thanks To Logan and The Crew</b>",1
@Notella_kati-yy7fg,2024-05-06T14:14:11Z,2024-05-06T14:14:11Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=158"">2:38</a> <b>This Series Never Gets Old . The Efforts They Put Into These Is Amazing. Thanks To Logan and The Crew</b>",1
@Notella_kati-yy7fg,2024-05-06T14:14:01Z,2024-05-06T14:14:01Z,1,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=224"">3:44</a> <b>This Series Never Gets Old . The Efforts They Put Into These Is Amazing. Thanks To Logan and The Crew</b>",1
@RobertKahiga,2024-05-06T14:13:47Z,2024-05-06T14:13:47Z,0,JJ is a real blackman,1
@weebgenix,2024-05-06T14:13:37Z,2024-05-06T14:13:37Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4304"">1:11:44</a> and they say men are really hard to understand 🤡",-1
@PjuskSA,2024-05-06T14:12:16Z,2024-05-06T14:12:16Z,0,is Ethan ok?,1
@Hugo2Me,2024-05-06T14:11:48Z,2024-05-06T14:11:48Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=585"">9:45</a> viks version is my new favourite",1
@goku5506,2024-05-06T14:11:24Z,2024-05-06T14:11:24Z,0,&quot;are we allowed to milk a cow?? what if the cow is married&quot; epic ksi moment,-1
@user-hz4fh3tn2z,2024-05-06T14:10:56Z,2024-05-06T14:10:56Z,0,big behz you love 💌,1
@moonfIking,2024-05-06T14:10:05Z,2024-05-06T14:10:05Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=2629"">43:49</a>",0
@EnrikoC,2024-05-06T14:09:59Z,2024-05-06T14:09:59Z,3,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4520"">1:15:20</a> vik laughing without messing up the mask🤣🤣",0
@cheesegrater..,2024-05-06T14:09:45Z,2024-05-06T14:09:45Z,86,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=3549"">59:09</a> Harry&#39;s life is flashing before his eyes 😂",0
@socks1684,2024-05-06T14:09:23Z,2024-05-06T14:09:23Z,1,"Tobi, Jj and Harry was by far the most entertaining team on both the bad and the good side. Big ups to them",1
@lawddt8909,2024-05-06T14:07:44Z,2024-05-06T14:07:44Z,0,The best Roadtrip video 😂😂,1
@sprey_088,2024-05-06T14:06:20Z,2024-05-06T14:06:20Z,1,One of my favourite video endings of all time,0
@hussainjawahri6165,2024-05-06T14:05:28Z,2024-05-06T14:05:28Z,0,4th vid asking for a sidemen karting GP,0
@boylazy5372,2024-05-06T14:04:59Z,2024-05-06T14:04:59Z,3,Ethan was genuinely the best give him more hosts,1
@hungryshredder2759,2024-05-06T14:03:44Z,2024-05-06T14:03:44Z,0,fair play to Ethan man,1
@heavenlygoddessy4653,2024-05-06T14:02:25Z,2024-05-06T14:02:25Z,1,Poor Vik I think vik deserves the expensive side to himself for one video and everyone else gets the bad team like this comment if u agree,-1
@Jay-gm1yc,2024-05-06T14:01:42Z,2024-05-06T14:01:42Z,18,i love how the whole team swapped  and jj’s team weren’t in bad spirits👏🏾,1
@karlhunter4870,2024-05-06T14:01:12Z,2024-05-06T14:01:12Z,0,JJ driving is the best thing i have seen in years 😂😂😂,1
@BobTheManORIGINAL,2024-05-06T14:00:45Z,2024-05-06T14:00:45Z,0,are these the same vehicals from the US roadtrip,0
@NeoDimphoModise,2024-05-06T14:00:23Z,2024-05-06T14:00:23Z,1,Behz you are top f*cken G🤜🤛,1
@glenrobinson10,2024-05-06T13:59:56Z,2024-05-06T13:59:56Z,1,Get Josh on the Senor Frogs. Bloke was flying.,0
@carmenjuarez5513,2024-05-06T13:59:50Z,2024-05-06T13:59:50Z,0,Please next time put KSI and Harry in the bad team.,-1
@fillscuka6000,2024-05-06T13:58:55Z,2024-05-06T13:58:55Z,0,Vik always complains and moody man,0
